术语	词频	归一化权重	累积权重
丙酰	1	0.0000	0.9833
安农	1	0.0000	0.9833
农垦	1	0.0000	0.9833
系所	1	0.0000	0.9833
杂交稻	1	0.0000	0.9833
籽仁	1	0.0000	0.9833
矮生	1	0.0000	0.9833
肉食性	1	0.0000	0.9833
开腹	1	0.0000	0.9833
性瘤	1	0.0000	0.9833
牙源	1	0.0000	0.9834
人易	1	0.0000	0.9834
显微外科	1	0.0000	0.9834
深思	1	0.0000	0.9834
扮演者	1	0.0000	0.9834
相匹配	1	0.0000	0.9834
头盖骨	1	0.0000	0.9834
枫糖	1	0.0000	0.9834
二氯苯	1	0.0000	0.9834
间长链	1	0.0000	0.9834
茄属	1	0.0000	0.9834
功能型	1	0.0000	0.9834
头液	1	0.0000	0.9834
核质蛋白	1	0.0000	0.9835
清华	1	0.0000	0.9835
腺胃	1	0.0000	0.9835
青色	1	0.0000	0.9835
孜然芹	1	0.0000	0.9835
角落	1	0.0000	0.9835
杆茵	1	0.0000	0.9835
和马	1	0.0000	0.9835
高居	1	0.0000	0.9835
点状	1	0.0000	0.9835
催化机理	1	0.0000	0.9835
滴水	1	0.0000	0.9835
外治法	1	0.0000	0.9835
小支	1	0.0000	0.9836
辅因子	1	0.0000	0.9836
患率	1	0.0000	0.9836
现患率	1	0.0000	0.9836
菜籽	1	0.0000	0.9836
杉烯	1	0.0000	0.9836
荧火	1	0.0000	0.9836
鹰嘴	1	0.0000	0.9836
东农	1	0.0000	0.9836
个则	1	0.0000	0.9836
旧药	1	0.0000	0.9836
开发新	1	0.0000	0.9836
盲目性	1	0.0000	0.9836
沙波	1	0.0000	0.9836
枣果	1	0.0000	0.9837
金丝小枣	1	0.0000	0.9837
针状	1	0.0000	0.9837
巨大损失	1	0.0000	0.9837
标准差	1	0.0000	0.9837
幼株	1	0.0000	0.9837
画图	1	0.0000	0.9837
中高盐	1	0.0000	0.9837
大山雀	1	0.0000	0.9837
稻草	1	0.0000	0.9837
结合点	1	0.0000	0.9837
参与度	1	0.0000	0.9837
边值问题	1	0.0000	0.9837
链形	1	0.0000	0.9838
所在单位	1	0.0000	0.9838
管理制度	1	0.0000	0.9838
胚能	1	0.0000	0.9838
红椎	1	0.0000	0.9838
条码	1	0.0000	0.9838
汉赛	1	0.0000	0.9838
染蚤	1	0.0000	0.9838
宠物猫	1	0.0000	0.9838
虫生	1	0.0000	0.9838
感穗	1	0.0000	0.9838
情绪低落	1	0.0000	0.9838
并行处理技术	1	0.0000	0.9838
高性能	1	0.0000	0.9838
凡属	1	0.0000	0.9839
一稿多投	1	0.0000	0.9839
联机	1	0.0000	0.9839
立克次体	1	0.0000	0.9839
天竺葵	1	0.0000	0.9839
条核	1	0.0000	0.9839
肉汤	1	0.0000	0.9839
谷甾醇	1	0.0000	0.9839
伤组	1	0.0000	0.9839
瓣肠	1	0.0000	0.9839
蠹属	1	0.0000	0.9839
蚕桑	1	0.0000	0.9839
影响面	1	0.0000	0.9839
烟草业	1	0.0000	0.9840
调教	1	0.0000	0.9840
钟管	1	0.0000	0.9840
踏板	1	0.0000	0.9840
立位	1	0.0000	0.9840
脉斑	1	0.0000	0.9840
银木	1	0.0000	0.9840
终极版	1	0.0000	0.9840
液料	1	0.0000	0.9840
天花粉	1	0.0000	0.9840
斑竹	1	0.0000	0.9840
调治	1	0.0000	0.9840
和聚酮	1	0.0000	0.9840
含氧	1	0.0000	0.9841
干胶	1	0.0000	0.9841
难以描述	1	0.0000	0.9841
脱萼	1	0.0000	0.9841
高层论坛	1	0.0000	0.9841
参志苓	1	0.0000	0.9841
硫酸亚铁	1	0.0000	0.9841
服役	1	0.0000	0.9841
织构	1	0.0000	0.9841
溶素	1	0.0000	0.9841
关联系数	1	0.0000	0.9841
降低功耗	1	0.0000	0.9841
调零	1	0.0000	0.9841
积分器	1	0.0000	0.9841
防菌	1	0.0000	0.9842
单碳	1	0.0000	0.9842
食品卫生	1	0.0000	0.9842
硬化性	1	0.0000	0.9842
酮体	1	0.0000	0.9842
高脂肪	1	0.0000	0.9842
素苷元	1	0.0000	0.9842
碟子	1	0.0000	0.9842
指令	1	0.0000	0.9842
序幕	1	0.0000	0.9842
青铜	1	0.0000	0.9842
形核剂	1	0.0000	0.9842
形核	1	0.0000	0.9842
近东	1	0.0000	0.9843
水深	1	0.0000	0.9843
冠积	1	0.0000	0.9843
林段	1	0.0000	0.9843
临床经验	1	0.0000	0.9843
屏障	1	0.0000	0.9843
脚蹼	1	0.0000	0.9843
医护人员	1	0.0000	0.9843
真实感	1	0.0000	0.9843
虚拟现实	1	0.0000	0.9843
离子键	1	0.0000	0.9843
叶斑	1	0.0000	0.9843
驼孢	1	0.0000	0.9843
延喘	1	0.0000	0.9844
次酸	1	0.0000	0.9844
充分保证	1	0.0000	0.9844
实践性	1	0.0000	0.9844
主干课程	1	0.0000	0.9844
秋水仙碱	1	0.0000	0.9844
卵数	1	0.0000	0.9844
鸬鹚	1	0.0000	0.9844
联合疫苗	1	0.0000	0.9844
兽脚类	1	0.0000	0.9844
趾间	1	0.0000	0.9844
低维	1	0.0000	0.9844
膝腱	1	0.0000	0.9844
发肌	1	0.0000	0.9844
民生	1	0.0000	0.9845
中华民族	1	0.0000	0.9845
集医	1	0.0000	0.9845
河套	1	0.0000	0.9845
根为	1	0.0000	0.9845
全淹	1	0.0000	0.9845
居民点	1	0.0000	0.9845
内伤发热	1	0.0000	0.9845
甘温	1	0.0000	0.9845
正负电子	1	0.0000	0.9845
聚己	1	0.0000	0.9845
中氨	1	0.0000	0.9845
穹隆	1	0.0000	0.9845
土楼	1	0.0000	0.9846
热带地区	1	0.0000	0.9846
需冷量	1	0.0000	0.9846
鞘和穗	1	0.0000	0.9846
肺轴	1	0.0000	0.9846
链型	1	0.0000	0.9846
抑瘤	1	0.0000	0.9846
湿质	1	0.0000	0.9846
强迫性	1	0.0000	0.9846
乌审	1	0.0000	0.9846
藤素	1	0.0000	0.9846
条柚	1	0.0000	0.9846
词条	1	0.0000	0.9846
叶花	1	0.0000	0.9846
平均年龄	1	0.0000	0.9847
血晶素	1	0.0000	0.9847
药害	1	0.0000	0.9847
原茎	1	0.0000	0.9847
做学问	1	0.0000	0.9847
年型	1	0.0000	0.9847
蓄水	1	0.0000	0.9847
坑塘	1	0.0000	0.9847
枳雀	1	0.0000	0.9847
总类	1	0.0000	0.9847
组乳	1	0.0000	0.9847
棕壤	1	0.0000	0.9847
腐殖土	1	0.0000	0.9847
数据仓库	1	0.0000	0.9848
新型材料	1	0.0000	0.9848
块石	1	0.0000	0.9848
热引	1	0.0000	0.9848
概览	1	0.0000	0.9848
协作关系	1	0.0000	0.9848
样块	1	0.0000	0.9848
雨量	1	0.0000	0.9848
反式剪接	1	0.0000	0.9848
缺体	1	0.0000	0.9848
四体	1	0.0000	0.9848
旗期	1	0.0000	0.9848
期酸	1	0.0000	0.9848
大白鼠	1	0.0000	0.9849
关节点	1	0.0000	0.9849
学术前沿	1	0.0000	0.9849
漫步	1	0.0000	0.9849
公共政策	1	0.0000	0.9849
潜心研究	1	0.0000	0.9849
学者型	1	0.0000	0.9849
快节奏	1	0.0000	0.9849
和百脉根	1	0.0000	0.9849
检测工具	1	0.0000	0.9849
匍枝	1	0.0000	0.9849
红铃虫	1	0.0000	0.9849
茶褐	1	0.0000	0.9849
亏损	1	0.0000	0.9849
持家基因	1	0.0000	0.9850
击键	1	0.0000	0.9850
落粒	1	0.0000	0.9850
金定	1	0.0000	0.9850
另一组	1	0.0000	0.9850
甾类	1	0.0000	0.9850
盐生草	1	0.0000	0.9850
阿片	1	0.0000	0.9850
中血根	1	0.0000	0.9850
黑皮	1	0.0000	0.9850
萼脊兰	1	0.0000	0.9850
舒缩	1	0.0000	0.9850
种植区	1	0.0000	0.9850
鸟枪	1	0.0000	0.9851
油梨	1	0.0000	0.9851
素花	1	0.0000	0.9851
模板合成	1	0.0000	0.9851
硫磺	1	0.0000	0.9851
驻地	1	0.0000	0.9851
偏度	1	0.0000	0.9851
孕龄	1	0.0000	0.9851
韭菜	1	0.0000	0.9851
赤星	1	0.0000	0.9851
病主效	1	0.0000	0.9851
用材林	1	0.0000	0.9851
榉木	1	0.0000	0.9851
功能主治	1	0.0000	0.9852
种虾	1	0.0000	0.9852
技术型	1	0.0000	0.9852
串线	1	0.0000	0.9852
流程图	1	0.0000	0.9852
牛胃	1	0.0000	0.9852
下口	1	0.0000	0.9852
助用	1	0.0000	0.9852
出产	1	0.0000	0.9852
肉率	1	0.0000	0.9852
滋阴	1	0.0000	0.9852
一贯煎	1	0.0000	0.9852
珍珠鸡	1	0.0000	0.9852
大雁	1	0.0000	0.9852
链酶	1	0.0000	0.9853
经强	1	0.0000	0.9853
雪菜	1	0.0000	0.9853
果腐	1	0.0000	0.9853
熟腐病	1	0.0000	0.9853
载录	1	0.0000	0.9853
大马士革	1	0.0000	0.9853
双加酶	1	0.0000	0.9853
盘藻	1	0.0000	0.9853
源汇	1	0.0000	0.9853
癌瘤	1	0.0000	0.9853
胃脏	1	0.0000	0.9853
前炎	1	0.0000	0.9853
担子	1	0.0000	0.9854
重点学科	1	0.0000	0.9854
工程学院	1	0.0000	0.9854
翅豆	1	0.0000	0.9854
根与花	1	0.0000	0.9854
对长	1	0.0000	0.9854
尖叶	1	0.0000	0.9854
双须	1	0.0000	0.9854
杆粒	1	0.0000	0.9854
蜜环	1	0.0000	0.9854
胸廓	1	0.0000	0.9854
个菌属	1	0.0000	0.9854
盐肤木	1	0.0000	0.9854
酰酪	1	0.0000	0.9855
激法	1	0.0000	0.9855
木糖醇	1	0.0000	0.9855
内单	1	0.0000	0.9855
增液汤	1	0.0000	0.9855
环孔	1	0.0000	0.9855
松质骨	1	0.0000	0.9855
羔组	1	0.0000	0.9855
贴壁细胞	1	0.0000	0.9855
变细	1	0.0000	0.9855
中段	1	0.0000	0.9855
喇叭	1	0.0000	0.9855
蕉苗	1	0.0000	0.9855
团药室	1	0.0000	0.9855
糟粕	1	0.0000	0.9856
萤叶甲	1	0.0000	0.9856
蓼蓝	1	0.0000	0.9856
硫烷	1	0.0000	0.9856
平疣	1	0.0000	0.9856
热击法	1	0.0000	0.9856
脂融	1	0.0000	0.9856
电泳迁移	1	0.0000	0.9856
土特产	1	0.0000	0.9856
发炎	1	0.0000	0.9856
皮桦	1	0.0000	0.9856
氧量	1	0.0000	0.9856
草胺	1	0.0000	0.9856
副冠	1	0.0000	0.9857
肋骨	1	0.0000	0.9857
环环	1	0.0000	0.9857
藿定	1	0.0000	0.9857
桃苷	1	0.0000	0.9857
株产	1	0.0000	0.9857
精华	1	0.0000	0.9857
指导思想	1	0.0000	0.9857
辩证唯物主义	1	0.0000	0.9857
促根	1	0.0000	0.9857
莲碱	1	0.0000	0.9857
科级	1	0.0000	0.9857
属级	1	0.0000	0.9857
哮喘病	1	0.0000	0.9857
例组	1	0.0000	0.9858
甜苷	1	0.0000	0.9858
果梗	1	0.0000	0.9858
灯台叶	1	0.0000	0.9858
折光	1	0.0000	0.9858
猛禽	1	0.0000	0.9858
氯嘧磺	1	0.0000	0.9858
单性	1	0.0000	0.9858
扩培	1	0.0000	0.9858
红油	1	0.0000	0.9858
全因	1	0.0000	0.9858
嗉囊	1	0.0000	0.9858
兄弟	1	0.0000	0.9858
输精管	1	0.0000	0.9859
抗类	1	0.0000	0.9859
祖师	1	0.0000	0.9859
麻片	1	0.0000	0.9859
深海鱼	1	0.0000	0.9859
年生	1	0.0000	0.9859
杏树	1	0.0000	0.9859
制肽	1	0.0000	0.9859
径阶	1	0.0000	0.9859
诱食	1	0.0000	0.9859
痉挛	1	0.0000	0.9859
受亲	1	0.0000	0.9859
后茎	1	0.0000	0.9859
条河	1	0.0000	0.9860
产卵器	1	0.0000	0.9860
浸染法	1	0.0000	0.9860
经带	1	0.0000	0.9860
氯化钾	1	0.0000	0.9860
碘化钾	1	0.0000	0.9860
利水渗湿	1	0.0000	0.9860
低硫	1	0.0000	0.9860
堑秋	1	0.0000	0.9860
围堤	1	0.0000	0.9860
分枝菌酸	1	0.0000	0.9860
氘交换	1	0.0000	0.9860
掩膜	1	0.0000	0.9860
沟叶	1	0.0000	0.9860
折法	1	0.0000	0.9861
混和型	1	0.0000	0.9861
代长	1	0.0000	0.9861
裨益	1	0.0000	0.9861
雌酮	1	0.0000	0.9861
例次	1	0.0000	0.9861
概论	1	0.0000	0.9861
鱼聚类	1	0.0000	0.9861
鱼体色	1	0.0000	0.9861
眼带	1	0.0000	0.9861
市教委	1	0.0000	0.9861
数字影像	1	0.0000	0.9861
得分率	1	0.0000	0.9861
庚酮	1	0.0000	0.9862
部额	1	0.0000	0.9862
甘子	1	0.0000	0.9862
阀门	1	0.0000	0.9862
邻接矩阵	1	0.0000	0.9862
砂仁	1	0.0000	0.9862
图鉴	1	0.0000	0.9862
简略	1	0.0000	0.9862
观鸟	1	0.0000	0.9862
入胞	1	0.0000	0.9862
纪念	1	0.0000	0.9862
抗线	1	0.0000	0.9862
小区	1	0.0000	0.9862
人名	1	0.0000	0.9863
拼音	1	0.0000	0.9863
穗型	1	0.0000	0.9863
囊状	1	0.0000	0.9863
样癌	1	0.0000	0.9863
臭蛙	1	0.0000	0.9863
眼虫	1	0.0000	0.9863
藻型	1	0.0000	0.9863
丁香油酚	1	0.0000	0.9863
遗留下	1	0.0000	0.9863
锐器	1	0.0000	0.9863
杀人案	1	0.0000	0.9863
作案	1	0.0000	0.9863
四音节	1	0.0000	0.9863
头蝠	1	0.0000	0.9864
脂以	1	0.0000	0.9864
卵生	1	0.0000	0.9864
背链	1	0.0000	0.9864
芭是	1	0.0000	0.9864
芭的	1	0.0000	0.9864
过程中将	1	0.0000	0.9864
可划	1	0.0000	0.9864
贲门癌	1	0.0000	0.9864
水箱	1	0.0000	0.9864
单尾鱼	1	0.0000	0.9864
隔板	1	0.0000	0.9864
茸区	1	0.0000	0.9864
开颅	1	0.0000	0.9865
黄籽	1	0.0000	0.9865
系长筒	1	0.0000	0.9865
长筒	1	0.0000	0.9865
寡孢	1	0.0000	0.9865
种食	1	0.0000	0.9865
节丛	1	0.0000	0.9865
偏态	1	0.0000	0.9865
试期	1	0.0000	0.9865
融雪	1	0.0000	0.9865
常伴	1	0.0000	0.9865
水云	1	0.0000	0.9865
长囊	1	0.0000	0.9865
内钾	1	0.0000	0.9865
种器	1	0.0000	0.9866
石英玻璃	1	0.0000	0.9866
输送带	1	0.0000	0.9866
种薯	1	0.0000	0.9866
狼群	1	0.0000	0.9866
鸡群	1	0.0000	0.9866
卵期	1	0.0000	0.9866
光期	1	0.0000	0.9866
肾茶	1	0.0000	0.9866
傣药	1	0.0000	0.9866
雅解	1	0.0000	0.9866
新石器	1	0.0000	0.9866
路况	1	0.0000	0.9866
贴壁	1	0.0000	0.9867
油田	1	0.0000	0.9867
巨量	1	0.0000	0.9867
疑难	1	0.0000	0.9867
榛为	1	0.0000	0.9867
胚期	1	0.0000	0.9867
焦炉	1	0.0000	0.9867
光膜	1	0.0000	0.9867
印刷技术	1	0.0000	0.9867
紫芽	1	0.0000	0.9867
鱼鳃	1	0.0000	0.9867
棒花	1	0.0000	0.9867
北极熊	1	0.0000	0.9867
雏形	1	0.0000	0.9868
经验总结	1	0.0000	0.9868
癌症病人	1	0.0000	0.9868
外渗	1	0.0000	0.9868
群感	1	0.0000	0.9868
刺糖	1	0.0000	0.9868
豆粕	1	0.0000	0.9868
交界处	1	0.0000	0.9868
宽叶	1	0.0000	0.9868
女童	1	0.0000	0.9868
电阻率	1	0.0000	0.9868
牛属	1	0.0000	0.9868
多莫酸	1	0.0000	0.9868
蛛网膜	1	0.0000	0.9868
下腔	1	0.0000	0.9869
矿产资源	1	0.0000	0.9869
金矿	1	0.0000	0.9869
基本规律	1	0.0000	0.9869
氢体	1	0.0000	0.9869
单瓣	1	0.0000	0.9869
品茶	1	0.0000	0.9869
可选择性	1	0.0000	0.9869
脑垂体	1	0.0000	0.9869
核实	1	0.0000	0.9869
内钙流	1	0.0000	0.9869
技师	1	0.0000	0.9869
玻璃片	1	0.0000	0.9869
未命名	1	0.0000	0.9870
异度	1	0.0000	0.9870
沟壑	1	0.0000	0.9870
足端	1	0.0000	0.9870
后胞	1	0.0000	0.9870
榛属	1	0.0000	0.9870
大薯	1	0.0000	0.9870
烷基化	1	0.0000	0.9870
围产期	1	0.0000	0.9870
滑模	1	0.0000	0.9870
光异构化	1	0.0000	0.9870
泡沫塑料	1	0.0000	0.9870
膜片	1	0.0000	0.9870
被膜	1	0.0000	0.9871
泳动性	1	0.0000	0.9871
养貂	1	0.0000	0.9871
男女比例	1	0.0000	0.9871
内壁	1	0.0000	0.9871
多指	1	0.0000	0.9871
副主编	1	0.0000	0.9871
波动性	1	0.0000	0.9871
靛木	1	0.0000	0.9871
液氮	1	0.0000	0.9871
腹地	1	0.0000	0.9871
和醚	1	0.0000	0.9871
后酶	1	0.0000	0.9871
气带	1	0.0000	0.9871
种植制度	1	0.0000	0.9872
对流	1	0.0000	0.9872
免疫电泳	1	0.0000	0.9872
同层	1	0.0000	0.9872
工业化	1	0.0000	0.9872
代谢作用	1	0.0000	0.9872
醒脑	1	0.0000	0.9872
二氧化硅	1	0.0000	0.9872
代卵	1	0.0000	0.9872
迁入地	1	0.0000	0.9872
冰核	1	0.0000	0.9872
金坠	1	0.0000	0.9872
草原土壤	1	0.0000	0.9872
词义	1	0.0000	0.9873
砌石	1	0.0000	0.9873
干砌石	1	0.0000	0.9873
雌蛛	1	0.0000	0.9873
近似算法	1	0.0000	0.9873
菜叶	1	0.0000	0.9873
刺柏	1	0.0000	0.9873
臭柏	1	0.0000	0.9873
碘海醇	1	0.0000	0.9873
斑蛸	1	0.0000	0.9873
制导	1	0.0000	0.9873
成癌	1	0.0000	0.9873
溶瘤	1	0.0000	0.9873
幼蕾	1	0.0000	0.9874
标准误差	1	0.0000	0.9874
时延	1	0.0000	0.9874
水声	1	0.0000	0.9874
承担者	1	0.0000	0.9874
学间	1	0.0000	0.9874
内稃	1	0.0000	0.9874
多西	1	0.0000	0.9874
半熟	1	0.0000	0.9874
败育型	1	0.0000	0.9874
貂场	1	0.0000	0.9874
异靛	1	0.0000	0.9874
印片	1	0.0000	0.9874
对华	1	0.0000	0.9874
蔗叶	1	0.0000	0.9875
枳术	1	0.0000	0.9875
人际	1	0.0000	0.9875
极大值	1	0.0000	0.9875
橘中	1	0.0000	0.9875
组将	1	0.0000	0.9875
基粒	1	0.0000	0.9875
生界	1	0.0000	0.9875
舌质	1	0.0000	0.9875
枣子	1	0.0000	0.9875
腰骶段	1	0.0000	0.9875
互斥性	1	0.0000	0.9875
种系	1	0.0000	0.9875
味刷	1	0.0000	0.9876
关注度	1	0.0000	0.9876
甲异	1	0.0000	0.9876
食品质量	1	0.0000	0.9876
肌酸酐	1	0.0000	0.9876
全貌	1	0.0000	0.9876
地互融	1	0.0000	0.9876
快速化	1	0.0000	0.9876
棉隆	1	0.0000	0.9876
孢红	1	0.0000	0.9876
红霉素	1	0.0000	0.9876
畜牧	1	0.0000	0.9876
时需	1	0.0000	0.9876
下脑	1	0.0000	0.9876
调味品	1	0.0000	0.9877
调味	1	0.0000	0.9877
细针	1	0.0000	0.9877
智库	1	0.0000	0.9877
皮色	1	0.0000	0.9877
幼态	1	0.0000	0.9877
管蚜	1	0.0000	0.9877
弊端	1	0.0000	0.9877
吃力	1	0.0000	0.9877
荔波	1	0.0000	0.9877
控制参数	1	0.0000	0.9877
廉价	1	0.0000	0.9877
合理安排	1	0.0000	0.9877
知情	1	0.0000	0.9878
产业革命	1	0.0000	0.9878
生存空间	1	0.0000	0.9878
乙炔	1	0.0000	0.9878
微菌门	1	0.0000	0.9878
麦秆	1	0.0000	0.9878
抗秆	1	0.0000	0.9878
假尿苷	1	0.0000	0.9878
计量经济学	1	0.0000	0.9878
估计量	1	0.0000	0.9878
耳廓	1	0.0000	0.9878
肥胖者	1	0.0000	0.9878
抗禽	1	0.0000	0.9878
急诊科	1	0.0000	0.9879
抗叶	1	0.0000	0.9879
鲮是	1	0.0000	0.9879
野鲮	1	0.0000	0.9879
异华	1	0.0000	0.9879
溶磷菌	1	0.0000	0.9879
时变	1	0.0000	0.9879
大赛	1	0.0000	0.9879
胶膜	1	0.0000	0.9879
作碱	1	0.0000	0.9879
基类	1	0.0000	0.9879
发卡	1	0.0000	0.9879
作物栽培	1	0.0000	0.9879
不对称性	1	0.0000	0.9879
毛薯	1	0.0000	0.9880
版治	1	0.0000	0.9880
医治	1	0.0000	0.9880
报春	1	0.0000	0.9880
野菊花	1	0.0000	0.9880
野菊	1	0.0000	0.9880
翅型	1	0.0000	0.9880
有翅蚜	1	0.0000	0.9880
黑节	1	0.0000	0.9880
集食	1	0.0000	0.9880
药界	1	0.0000	0.9880
危险区	1	0.0000	0.9880
症家	1	0.0000	0.9880
铜藻	1	0.0000	0.9881
蝇子	1	0.0000	0.9881
九酮	1	0.0000	0.9881
科研单位	1	0.0000	0.9881
农化	1	0.0000	0.9881
服务体系	1	0.0000	0.9881
列队	1	0.0000	0.9881
力位	1	0.0000	0.9881
对素	1	0.0000	0.9881
腕关节	1	0.0000	0.9881
硅烷	1	0.0000	0.9881
大螟	1	0.0000	0.9881
制苗	1	0.0000	0.9881
洞道	1	0.0000	0.9882
地方病	1	0.0000	0.9882
如胞	1	0.0000	0.9882
飞控	1	0.0000	0.9882
富硒	1	0.0000	0.9882
附腺	1	0.0000	0.9882
仙药	1	0.0000	0.9882
刺腿	1	0.0000	0.9882
油砂	1	0.0000	0.9882
岩心	1	0.0000	0.9882
轻音乐	1	0.0000	0.9882
睁眼	1	0.0000	0.9882
低层	1	0.0000	0.9882
左房	1	0.0000	0.9882
节数	1	0.0000	0.9883
图位	1	0.0000	0.9883
皮质素	1	0.0000	0.9883
内叶	1	0.0000	0.9883
均数	1	0.0000	0.9883
渔情	1	0.0000	0.9883
谱带	1	0.0000	0.9883
食蚜蝇	1	0.0000	0.9883
手工	1	0.0000	0.9883
尿样	1	0.0000	0.9883
个鳍	1	0.0000	0.9883
腰段	1	0.0000	0.9883
建鲤	1	0.0000	0.9883
禾花	1	0.0000	0.9884
筛库	1	0.0000	0.9884
渗透法	1	0.0000	0.9884
事业	1	0.0000	0.9884
科学计算	1	0.0000	0.9884
海明	1	0.0000	0.9884
元胞	1	0.0000	0.9884
子口	1	0.0000	0.9884
墩组	1	0.0000	0.9884
均分	1	0.0000	0.9884
叶笔	1	0.0000	0.9884
饰腹	1	0.0000	0.9884
性工作者	1	0.0000	0.9884
山农	1	0.0000	0.9885
尿囊素	1	0.0000	0.9885
中二型	1	0.0000	0.9885
胶体	1	0.0000	0.9885
壳二糖	1	0.0000	0.9885
哈尼族	1	0.0000	0.9885
驱蚊	1	0.0000	0.9885
所刊	1	0.0000	0.9885
单用	1	0.0000	0.9885
恩施	1	0.0000	0.9885
铝合金	1	0.0000	0.9885
有助	1	0.0000	0.9885
例肢带	1	0.0000	0.9885
肢带	1	0.0000	0.9885
遗存	1	0.0000	0.9886
指征	1	0.0000	0.9886
子结构	1	0.0000	0.9886
电视	1	0.0000	0.9886
成土	1	0.0000	0.9886
角形	1	0.0000	0.9886
鼻旁窦	1	0.0000	0.9886
回顾性	1	0.0000	0.9886
层次性	1	0.0000	0.9886
中共党员	1	0.0000	0.9886
访问学者	1	0.0000	0.9886
资源管理	1	0.0000	0.9886
迹象	1	0.0000	0.9886
蒲葵	1	0.0000	0.9887
片区	1	0.0000	0.9887
三裂叶薯	1	0.0000	0.9887
心身疾病	1	0.0000	0.9887
五脏	1	0.0000	0.9887
五型	1	0.0000	0.9887
个库	1	0.0000	0.9887
支间	1	0.0000	0.9887
家猪	1	0.0000	0.9887
认知率	1	0.0000	0.9887
中学	1	0.0000	0.9887
角弓反张	1	0.0000	0.9887
为题	1	0.0000	0.9887
据介绍	1	0.0000	0.9887
食草动物	1	0.0000	0.9888
态性	1	0.0000	0.9888
灰鹤	1	0.0000	0.9888
圣科	1	0.0000	0.9888
圣科健骨	1	0.0000	0.9888
举例	1	0.0000	0.9888
中碳	1	0.0000	0.9888
腹间	1	0.0000	0.9888
病苗	1	0.0000	0.9888
蚕蛾	1	0.0000	0.9888
黄染	1	0.0000	0.9888
集时	1	0.0000	0.9888
描述统计	1	0.0000	0.9888
症候	1	0.0000	0.9889
蚁象	1	0.0000	0.9889
氟代	1	0.0000	0.9889
纸坊	1	0.0000	0.9889
界线	1	0.0000	0.9889
乙烷	1	0.0000	0.9889
后谱区	1	0.0000	0.9889
文化遗产	1	0.0000	0.9889
分界线	1	0.0000	0.9889
肿瘤学家	1	0.0000	0.9889
三唑	1	0.0000	0.9889
大骨节病	1	0.0000	0.9889
表丸	1	0.0000	0.9889
集总	1	0.0000	0.9890
糖能	1	0.0000	0.9890
产学研	1	0.0000	0.9890
成孔	1	0.0000	0.9890
中癌	1	0.0000	0.9890
巢址	1	0.0000	0.9890
离巢	1	0.0000	0.9890
雏鸟	1	0.0000	0.9890
黑鹳	1	0.0000	0.9890
健教	1	0.0000	0.9890
血防	1	0.0000	0.9890
活螺	1	0.0000	0.9890
普查	1	0.0000	0.9890
草洲	1	0.0000	0.9890
骨肌	1	0.0000	0.9891
内推式	1	0.0000	0.9891
叶状	1	0.0000	0.9891
层析技术	1	0.0000	0.9891
茎叶比	1	0.0000	0.9891
丛幅	1	0.0000	0.9891
落叶果树	1	0.0000	0.9891
消长	1	0.0000	0.9891
下橘	1	0.0000	0.9891
弹涂鱼	1	0.0000	0.9891
狂犬	1	0.0000	0.9891
二胞菌	1	0.0000	0.9891
甲硝唑	1	0.0000	0.9891
替硝唑	1	0.0000	0.9892
铃数	1	0.0000	0.9892
环孢	1	0.0000	0.9892
二肽酶	1	0.0000	0.9892
能花	1	0.0000	0.9892
人选	1	0.0000	0.9892
号位	1	0.0000	0.9892
永靖	1	0.0000	0.9892
信号源	1	0.0000	0.9892
抗谷	1	0.0000	0.9892
中二酰	1	0.0000	0.9892
八仙花	1	0.0000	0.9892
天芪	1	0.0000	0.9892
铁型	1	0.0000	0.9893
健全人	1	0.0000	0.9893
装饰性	1	0.0000	0.9893
血痕	1	0.0000	0.9893
司法部门	1	0.0000	0.9893
进化论	1	0.0000	0.9893
稻飞虱	1	0.0000	0.9893
百科全书	1	0.0000	0.9893
过性	1	0.0000	0.9893
肿革裥	1	0.0000	0.9893
铺垫	1	0.0000	0.9893
星星	1	0.0000	0.9893
用地	1	0.0000	0.9893
蓝狐	1	0.0000	0.9893
紫胶虫	1	0.0000	0.9894
迅游	1	0.0000	0.9894
游藻	1	0.0000	0.9894
高糖利拉鲁	1	0.0000	0.9894
正糖	1	0.0000	0.9894
教职人员	1	0.0000	0.9894
计算中心	1	0.0000	0.9894
圣母	1	0.0000	0.9894
心血瘀阻	1	0.0000	0.9894
腹管	1	0.0000	0.9894
原肽	1	0.0000	0.9894
条具	1	0.0000	0.9894
小竹	1	0.0000	0.9894
通方	1	0.0000	0.9895
外液	1	0.0000	0.9895
高氧组	1	0.0000	0.9895
膜状	1	0.0000	0.9895
章节	1	0.0000	0.9895
专利技术	1	0.0000	0.9895
政策措施	1	0.0000	0.9895
龙华	1	0.0000	0.9895
主任医师	1	0.0000	0.9895
融汇	1	0.0000	0.9895
排气	1	0.0000	0.9895
胃管	1	0.0000	0.9895
普食	1	0.0000	0.9895
物会	1	0.0000	0.9895
泡的胞	1	0.0000	0.9896
教学要求	1	0.0000	0.9896
甲型肝炎	1	0.0000	0.9896
香醇	1	0.0000	0.9896
保持良好	1	0.0000	0.9896
单作	1	0.0000	0.9896
肥料	1	0.0000	0.9896
壮医	1	0.0000	0.9896
正确理解	1	0.0000	0.9896
假设检验	1	0.0000	0.9896
水准	1	0.0000	0.9896
